WKT,group,支社略通称線,支社コード,支社,支社略,通称線コード,通称線,begin,end,length,cnt_toboku,cnt_bassai2022,cnt_bassai2023,cnt_bassai2024,cnt_bassai2022-2024,
"LINESTRING (140.8786705 38.26079383,140.8999531 38.25814633,140.9038716 38.2598354,140.9082649 38.26509115,140.918025 38.26811207,140.9223453 38.27204834,140.9575516 38.27503763,140.9672724 38.27337875,140.9844818 38.28037867,140.996761 38.28698276,141.0001313 38.29052481,141.0095737 38.29355536,141.0153434 38.30116705,141.0151901 38.30740805,141.0200615 38.31544978,141.0249112 38.32134709,141.0355932 38.32909216,141.0375006 38.34492859,141.0415912 38.35025591,141.0430232 38.35549373,141.0523832 38.3583991,141.0576638 38.36187392,141.0597249 38.36599133,141.0572419 38.37189088,141.0575673 38.37274164,141.0592572 38.37509915,141.0703186 38.37957915,141.0754094 38.3843824,141.1047139 38.38754757,141.1161131 38.38164692,141.1407293 38.37557992,141.1483875 38.37523493,141.1599736 38.3807257,141.1619991 38.38700331,141.1706127 38.39451721,141.1862319 38.39990532,141.2134831 38.42421014,141.227671 38.43009403,141.2744995 38.4386909,141.2830286 38.43652179,141.2941137 38.43881841,141.3029394 38.43527134)",東北本部_仙石線,仙台仙石線,213,東北本部,仙台,525,仙石線,0,50500,49341.94638,0,48,27,233,308,6.242153434
"LINESTRING (141.2883709 38.43753877,141.2872729 38.43728336)",東北本部_仙石貨物支,仙台仙石貨物支,213,東北本部,仙台,530,仙石貨物支,0,100,99.92980697,0,0,0,0,0,0
"LINESTRING (141.1938956 38.51239444,141.2025096 38.51082564,141.2196722 38.52403508,141.2265065 38.54674048,141.2256893 38.5584096,141.2312385 38.56619412,141.2324533 38.57686198,141.2541933 38.58637682,141.2606777 38.593758,141.2652475 38.60676946,141.2673592 38.60885144,141.3014854 38.60911278,141.3185678 38.61970766,141.3389282 38.62793926,141.3735775 38.63372793,141.4058769 38.64540736,141.4396278 38.64861218,141.4430202 38.65102663,141.4469143 38.65750734,141.4421431 38.6731999,141.4440331 38.6820274,141.4464657 38.68504486,141.4515558 38.68693984,141.4813803 38.68839999,141.4966053 38.69626325,141.5042183 38.70612147,141.5196023 38.71817542,141.5295446 38.73237294,141.5313496 38.74214089,141.5300877 38.74742167,141.525687 38.75267405,141.5111456 38.76543238,141.4996579 38.77289234,141.4973449 38.7788769,141.4981822 38.78235828)",東北本部_気仙沼線,仙台気仙沼線,213,東北本部,仙台,533,気仙沼線,0,50900,50868.7732,0,0,46,0,46,0.904287584
"LINESTRING (140.881952 37.05620074,140.8765181 37.05527042,140.8732341 37.05749618,140.8743591 37.07362647,140.8685912 37.07755896,140.8615101 37.08775512,140.8591957 37.09908803,140.861675 37.10292815,140.8623318 37.10921785,140.8595125 37.11586301,140.8628649 37.12038883,140.862222 37.13206012,140.8584062 37.13528605,140.8403814 37.14232272,140.8321465 37.15179158,140.8284676 37.15379233,140.8246643 37.15923467,140.8266599 37.16525127,140.8244277 37.16925728,140.8287678 37.17303129,140.8288033 37.17655429,140.8236836 37.18125783,140.8170155 37.18440017,140.8151952 37.18947596,140.8047855 37.19224434,140.7988408 37.19012836,140.7745019 37.20017531,140.7583041 37.20204197,140.7273833 37.21567616,140.7177016 37.21780174,140.705638 37.22937974,140.6966071 37.2328143,140.6872771 37.23100296,140.6855308 37.23323445,140.6868819 37.23762176,140.6859578 37.24011622,140.6712502 37.24657714,140.6526583 37.2596856,140.6365675 37.27578975,140.63429 37.28084384,140.6338297 37.28891156,140.6379708 37.29525904,140.6452846 37.29724418,140.6504885 37.30410286,140.657237 37.30878954,140.6601148 37.31656426,140.6593046 37.32916684,140.6510561 37.3459319,140.6388075 37.35509743,140.6382894 37.3694686,140.6353641 37.38092762,140.6268862 37.39456388,140.6117879 37.40908672,140.6032127 37.42371489,140.5929029 37.42915396,140.573161 37.44399925,140.5634527 37.44848124,140.5549221 37.45082738,140.5414785 37.44998834,140.5351083 37.45170311,140.5324281 37.45445654,140.5333091 37.4597238,140.5321196 37.46318928,140.528337 37.46479691,140.5248295 37.46284627,140.5202788 37.45391014,140.5169445 37.45385683,140.5095526 37.45752708,140.4999805 37.45571815,140.4914798 37.45002352,140.4862033 37.44842014,140.4753572 37.45049042,140.4722299 37.4496181,140.4693456 37.44688615,140.4669772 37.43383467,140.4544942 37.42348411,140.4411046 37.41924344,140.4378665 37.41687377,140.4289995 37.41755734,140.4211816 37.42232951,140.4100891 37.42097987,140.3931057 37.40913648,140.3891389 37.39801647)",東北本部_磐越東線,仙台磐越東線,213,東北本部,仙台,555,磐越東線,1000,85500,84397.44003,0,3,619,1117,1739,20.60489038
"LINESTRING (140.3887446 37.39768796,140.3902472 37.40390419,140.3891331 37.40638867,140.3756175 37.4145329,140.364235 37.42433557,140.3512957 37.42960454,140.3439297 37.4397594,140.341149 37.45579936,140.3224405 37.46874549,140.298332 37.47615646,140.2717936 37.48019357,140.2577443 37.4928348,140.2508062 37.49566195,140.227408 37.49414577,140.222483 37.49610347,140.21165 37.49634409,140.2034215 37.4917406,140.2005866 37.48792553,140.2014313 37.48270692,140.1973708 37.47991413,140.1915066 37.4823028,140.1854557 37.48057016,140.1724772 37.48375778,140.1519269 37.49319309,140.1483292 37.49762538,140.1417212 37.52280117,140.1413733 37.52996898,140.130528 37.54119491,140.115491 37.54471383,140.039559 37.55467389,140.0333042 37.55122421,140.0270706 37.54377015,140.02065 37.54233635,140.0170757 37.54440484,140.0160401 37.54688839,140.0176828 37.55395536,140.0204741 37.55783729,140.0208647 37.56322178,140.0196489 37.5647241,140.0164521 37.56514278,140.0138346 37.56347681,140.0050072 37.55326533,139.9963405 37.55139686,139.9934512 37.5537927,139.9923408 37.56339352,139.9881601 37.5634664,139.9835058 37.55862918,139.973146 37.56119758,139.9661144 37.55901473,139.9619789 37.56195588,139.9620453 37.5680488,139.9584159 37.56968693,139.9538938 37.56715563,139.9426669 37.56642968,139.939085 37.56452417,139.9383309 37.55555074,139.9307698 37.54558602,139.9321319 37.53307118,139.9303298 37.50884122)",東北本部_磐越西線57,仙台磐越西線57,213,東北本部,仙台,557,磐越西線57,0,64500,64707.22334,0,100,15,24,139,2.148137299
"LINESTRING (139.9301427 37.50841467,139.9312875 37.51994056,139.9200509 37.53660885,139.9115113 37.55523516,139.8875975 37.58891419,139.8872793 37.59696041,139.8787159 37.62307269,139.8750487 37.64175197,139.8724625 37.64338398,139.8501736 37.64660247)",東北本部_磐越西線,仙台磐越西線,213,東北本部,仙台,558,磐越西線,0,18200,18187.14389,0,0,0,0,0,0
"LINESTRING (140.4582371 37.76025196,140.455553 37.76172848,140.3814635 37.77335822,140.374231 37.78009928,140.3753572 37.78251874,140.3805805 37.78589695,140.3801412 37.79022052,140.3735148 37.79506757,140.3606231 37.79847385,140.3543095 37.80267115,140.3339429 37.80592317,140.3198325 37.80312473,140.3100438 37.804695,140.2960929 37.81514095,140.2853266 37.81761741,140.2767848 37.81555968,140.2607616 37.80602295,140.2521097 37.8041362,140.2307467 37.81382571,140.2245756 37.81873825,140.2220162 37.82357958,140.2165525 37.82442218,140.2025232 37.8332395,140.1992996 37.83890636,140.1949117 37.84178186,140.189431 37.84194482,140.1845578 37.84552137,140.1779641 37.84677118,140.1670604 37.85668141,140.1563784 37.8576455,140.1426265 37.86697987,140.124529 37.92108178,140.125535 37.93093016,140.1330364 37.93680158,140.1520319 37.97246195,140.1527131 37.98504296,140.1527295 37.98863661,140.1536614 38.01393386,140.1536326 38.01484061,140.1463264 38.03569938,140.1510231 38.05518023,140.1554549 38.0575341,140.1643113 38.05370921,140.1684504 38.05484331,140.1752668 38.06084324,140.1770548 38.06604635,140.1831321 38.07137186,140.1914425 38.08819907,140.2091764 38.09614171,140.2095951 38.10503822,140.2206635 38.12849789,140.228153 38.13031492,140.2440869 38.129764,140.259616 38.13201226,140.271486 38.14194347,140.2853501 38.16171101,140.2973465 38.16968027,140.3013816 38.17596656,140.2995283 38.19279653,140.3071479 38.21836709,140.3132609 38.22215774,140.3323479 38.25706218,140.3334694 38.27046088,140.3432937 38.28025506,140.3417711 38.2908723,140.3487744 38.31839692,140.3653409 38.33984372,140.3741472 38.38258376,140.3866773 38.46873479,140.3842885 38.498442,140.3875866 38.51714064,140.3874044 38.52696179,140.391926 38.53815635,140.3903459 38.57261418,140.387311 38.57934498,140.3726039 38.60004024,140.373471 38.61618489,140.3707503 38.63238139,140.3598657 38.65806212,140.3608497 38.66513014,140.3571332 38.66957654,140.3566371 38.67313999,140.3352649 38.68130541,140.3230965 38.68375773,140.3161867 38.69130944,140.3162299 38.70028648,140.3137098 38.70712866,140.3160065 38.72498647,140.3068578 38.73398215,140.3080805 38.74735453,140.3017697 38.79420154,140.3097282 38.8137241,140.3031513 38.81865875,140.2729416 38.82971211,140.2557867 38.83142529,140.2454539 38.83043911,140.2417124 38.83343212,140.2434237 38.83956738,140.2511725 38.85166927,140.25191 38.85521511,140.2649 38.86979934,140.2598602 38.88812573,140.2535175 38.89670318,140.2551679 38.9073989,140.2529442 38.9123708,140.2540662 38.9149133,140.2591045 38.91854946,140.2610857 38.92788298,140.2674342 38.93853291,140.2706611 38.94813337,140.2862856 38.95568859,140.2935317 38.96382199,140.3165959 38.96955292,140.3240606 38.97370155,140.3355779 38.97430746,140.3486605 38.97190904,140.3610372 38.9810484,140.3624175 38.98502906,140.361088 38.99014927,140.3622943 38.99912453)",東北本部_奥羽本線,仙台奥羽本線,213,東北本部,仙台,571,奥羽本線,700,187000,186463.3618,1,57,2,170,229,1.228123304
"LINESTRING (140.4596688 37.75400704,140.4591138 37.75938159,140.457062 37.76143902,140.4436322 37.76341181)",東北本部_山形線,仙台山形線,213,東北本部,仙台,572,山形線,0,2100,2107.165412,0,0,0,0,0,0
"LINESTRING (140.1284654 37.90861066,140.1299811 37.9016397,140.1244533 37.89716778,140.101894 37.89594487,140.0963388 37.89874801,140.078786 37.92713791,140.0802512 37.9323143,140.0658478 37.97207976,140.0476466 37.99911403,140.049084 38.00612719,140.054157 38.01613585,140.0485773 38.05182349,140.0305022 38.069136,140.0272621 38.0697698,140.0187486 38.06721604)",東北本部_米坂線,仙台米坂線,213,東北本部,仙台,575,米坂線,100,25900,25863.19492,0,42,1,144,187,7.230351879
"LINESTRING (140.3268634 38.24789376,140.3326377 38.25789946,140.3334126 38.27043522,140.3428726 38.27930476,140.3422726 38.28734283)",東北本部_奥羽（狭）,仙台奥羽（狭）,213,東北本部,仙台,576,奥羽（狭）,87600,92400,4823.438433,0,0,0,0,0,0
"LINESTRING (140.3327762 38.26368308,140.329998 38.2674566,140.3200403 38.26880554,140.2723246 38.29132139,140.2685635 38.31180687,140.2778429 38.34982093,140.2763605 38.36868217,140.2741569 38.37280243,140.2681416 38.37681956,140.2574475 38.39561305,140.252705 38.39796549,140.2473406 38.39685745,140.2391988 38.3823817,140.2283382 38.38032426,140.2167058 38.38543882,140.2085791 38.38247833)",東北本部_左沢線,仙台左沢線,213,東北本部,仙台,578,左沢線,1800,26100,24277.27804,0,1,15,0,16,0.659052468
"LINESTRING (141.0641413 38.54174552,141.063439 38.54709278,141.061061 38.54898797,141.0299432 38.55836579,140.9780451 38.56982057,140.8982103 38.57543003,140.8919015 38.58380243,140.8975523 38.61131132,140.8891599 38.63090425,140.8693478 38.65518237,140.8610282 38.66001217,140.8571847 38.66449758,140.8609118 38.67374816,140.8571209 38.68593181,140.8292291 38.71558018,140.8239615 38.71721452,140.8093128 38.71618783,140.8050348 38.71736981,140.7996946 38.72702486,140.7853427 38.73593382,140.7637496 38.73857705,140.7523759 38.74282746,140.7366567 38.74469783,140.7309878 38.74867358,140.7210153 38.74723698,140.7146539 38.74207275,140.712949 38.7387836,140.7047518 38.73594245,140.6854518 38.72500987,140.6774419 38.72533956,140.6724068 38.7276358,140.6600387 38.72345931,140.6521109 38.72267969,140.6326218 38.73011292,140.6213975 38.73074259,140.6092491 38.73748832,140.5844666 38.74107533,140.5782993 38.73879105,140.5674294 38.7307046,140.558977 38.72817558,140.5548469 38.72957105,140.5490909 38.73721062,140.536751 38.74667126,140.5242327 38.75105155,140.5076939 38.76344555,140.4987436 38.76515883,140.4861488 38.76423915,140.4785008 38.76610752,140.4627161 38.76478912,140.4351771 38.76557613,140.4321784 38.76447481,140.4306498 38.76021053,140.4262901 38.7560215,140.4094111 38.75500715,140.3976238 38.74806396,140.3939033 38.74058708,140.392818 38.72713948,140.3792876 38.71622794,140.3728807 38.71426136,140.3672685 38.71003833,140.3236657 38.7023021,140.3151174 38.7065488,140.3140549 38.71351303,140.3161338 38.7249774,140.306942 38.73387527,140.3082017 38.74643763,140.3062884 38.76169492)",東北本部_陸羽東線,仙台陸羽東線,213,東北本部,仙台,621,陸羽東線,0,94000,93934.73553,0,83,359,244,686,7.302942795
"LINESTRING (140.3058924 38.7633084,140.3036172 38.77292635,140.2952521 38.77546437,140.2663316 38.75389728,140.2390235 38.75108547,140.2273714 38.74730603,140.2198102 38.74907639,140.2016518 38.74659252,140.185304 38.73684058,140.1822094 38.73311529,140.1749556 38.73043721,140.1502417 38.73678299,140.1342716 38.73638873,140.1268543 38.74274784,140.1073031 38.74792916,140.0966411 38.75598791,140.0921536 38.75592818,140.0817146 38.7490359,140.0732626 38.75144337,140.0548902 38.76488588,140.0429144 38.76792806,140.034217 38.77228475,140.0257278 38.78079253,140.0236525 38.78764552,140.0205918 38.79028404,140.0103335 38.79118225,140.0000815 38.79003275,139.9796413 38.79223835,139.9615172 38.80181656,139.9392514 38.82240861)",東北本部_陸羽西線,仙台陸羽西線,213,東北本部,仙台,623,陸羽西線,100,39600,39476.58502,0,27,1,212,240,6.07955323
"LINESTRING (140.458563 37.75662787,140.4585754 37.75940258)",東北本部_奥羽本線,仙台奥羽本線,213,東北本部,仙台,571,奥羽本線,300,600,308.0099347,1,57,2,170,229,743.482512
"LINESTRING (141.0644318 38.54176212,141.0656432 38.54502375,141.0814783 38.55027959,141.0963984 38.55023702,141.1196693 38.5426289,141.1501978 38.52670873,141.1570186 38.52616888,141.1635275 38.52257325,141.1972171 38.51113933,141.2307978 38.50264607,141.2370174 38.49869461,141.2668575 38.4873082,141.2850234 38.48544999,141.2868523 38.48331595,141.287973 38.46532468,141.2852753 38.45767454,141.2875228 38.44354889,141.3001298 38.43579687,141.3046136 38.43526702,141.3108467 38.43890507,141.3368446 38.44596034,141.3481646 38.4462922,141.353609 38.43553627,141.3572147 38.42142634,141.3603236 38.41897569,141.3663353 38.42092414,141.3669964 38.42712378,141.3699565 38.42980995,141.3811022 38.431569,141.3879196 38.43737773,141.3929699 38.43580684,141.3980864 38.43731657,141.4068624 38.43667314,141.4106451 38.4335422,141.4151941 38.43345737,141.4306299 38.4390935,141.4391589 38.44630133,141.4434707 38.44686046)",東北本部_石巻線,仙台石巻線,213,東北本部,仙台,625,石巻線,0,44700,44647.04478,1,3,3,13,19,0.425560081
"LINESTRING (141.111016602187 38.8486369739653,141.1325583 38.91149843,141.1451731 38.94049564,141.1588975 38.98328807,141.1954954 39.07725788,141.1970562 39.08524728,141.1928607 39.13283144,141.1798216 39.16924079,141.1741439 39.17708017,141.1193067 39.23405454,141.1147362 39.24125537,141.1121911 39.25006335,141.1123751 39.25818039,141.1148676 39.26604006,141.1225914 39.28215329,141.1413939 39.31296484,141.1760057 39.41300606,141.1775108 39.421953,141.1724495 39.52091074,141.1609806 39.55112895,141.1454968 39.62852954,141.1484368 39.68341826,141.1413258 39.69667787,141.119028 39.71738498,141.1175835 39.72346977,141.1434204 39.77175174,141.1527498 39.79587882,141.17735 39.82538831,141.1852444 39.83842881,141.2186205 39.92190878,141.219752 39.93266353,141.2175043 39.95962884,141.2201161 39.97841209,141.2266208 39.988918,141.2449605 40.00635513,141.2505883 40.0171693,141.276212 40.1380516,141.2759962 40.14885371,141.2672053 40.21063813,141.2674656 40.22232343,141.2720056 40.23720101,141.2904078 40.27028534,141.2914877 40.27920048,141.2892033 40.29887805,141.2912629 40.30863936,141.295474 40.31605662,141.3959672 40.44951178,141.4140975 40.49037552,141.4433367 40.52408283,141.446484 40.53365615,141.4461057 40.5435219,141.4411684 40.5545464,141.4270658 40.5700077,141.3373717 40.62495821,141.2674101 40.67346162,141.1905895 40.70716518,141.136929 40.7261243,141.1038367 40.74652294,141.0906108 40.75285185,141.0598462 40.76053513,140.8791503 40.78716996,140.8591283 40.78677773,140.8440318 40.78406498,140.7833862 40.76447753,140.7716543 40.76352523,140.759958 40.76482242,140.7199846 40.77607906,140.7102748 40.7812061,140.7024481 40.78796513,140.69518 40.79727146,140.6924243 40.80507913,140.6936215 40.82210314,140.6923355 40.83913752)",盛岡支社_東北新幹線,盛岡東北新幹線,211,盛岡支社,盛岡,104,東北新幹線,0,676100,278742.4219,0,2625,3293,3537,9455,33.92020467
"LINESTRING (141.1674031 38.78100389,141.1730868 38.78877698,141.1836252 38.82388282,141.1831027 38.82824751,141.1771867 38.83800349,141.1626082 38.85187374,141.1556782 38.85509223,141.1336842 38.86033739,141.1185245 38.86851069,141.1160522 38.87238779,141.1175863 38.88944141,141.1282127 38.89884066,141.1298987 38.90410001,141.1296603 38.91038369,141.1350676 38.9193356,141.1395337 38.93140896,141.117222 38.98928878,141.1098872 38.99838467,141.1094011 39.00109087,141.1135102 39.0085655,141.1276777 39.01913044,141.1297211 39.02232426,141.1250638 39.03607687,141.1268908 39.05526326,141.1462795 39.10903273,141.1467007 39.11261506,141.1465173 39.13065463,141.1463175 39.14598066,141.1462979 39.14688521,141.1429046 39.15821215,141.1289708 39.18095688,141.1275354 39.18343043,141.1250617 39.18747631,141.1245556 39.18829209,141.1149082 39.19587893,141.0965961 39.23199932,141.1018114 39.24865927,141.1147919 39.26659005,141.1230266 39.28546708,141.1176477 39.36186342,141.1097676 39.39554935,141.109906 39.40097563,141.1435704 39.4796502,141.1618645 39.5439271,141.144533 39.63031538,141.1488593 39.68696299,141.1463528 39.69192889,141.1306332 39.70635073)",盛岡支社_東北本線,盛岡東北本線,211,盛岡支社,盛岡,461,東北本線,425000,536000,111071.185,0,57,233,54,344,3.097112901
"LINESTRING (141.1381625 38.92629082,141.1374503 38.92199614,141.1470871 38.90906635,141.1622922 38.91426728,141.1735434 38.91614659,141.1773633 38.9119999,141.1787816 38.90491719,141.1837104 38.90281524,141.1879851 38.90401165,141.1946176 38.91001512,141.2105364 38.90467261,141.2174937 38.90781302,141.2218666 38.91190858,141.2290303 38.91403984,141.2414002 38.91260518,141.2490375 38.91463602,141.2515173 38.91770392,141.2506771 38.92388027,141.252102 38.92818842,141.2450473 38.93250529,141.2438894 38.93590484,141.245989 38.94101944,141.24441 38.94613071,141.2495021 38.95571155,141.2400832 38.9631864,141.2402231 38.96935607,141.2374946 38.97604941,141.2429145 38.98380952,141.2526468 38.98817243,141.2596964 38.99633839,141.2605192 39.00061189,141.2644316 39.00210694,141.2812873 38.99332764,141.3060168 38.99336507,141.319339 38.99612556,141.3250762 38.9954972,141.3305881 38.99102149,141.3315819 38.9848804,141.3297564 38.98161021,141.3308075 38.97815467,141.3290404 38.9721665,141.3349902 38.96140236,141.3340964 38.95345938,141.3420602 38.93582155,141.3399104 38.92720404,141.3422458 38.92442531,141.3507338 38.92654937,141.3564266 38.92620715,141.3616538 38.92954495,141.3842277 38.93248961,141.3951215 38.93719924,141.4122358 38.93742361,141.4216347 38.93434311,141.4318488 38.93548529,141.4388407 38.93839239,141.4548298 38.93954536,141.465719 38.93365456,141.4657243 38.92827272,141.463357 38.92424948,141.4639599 38.91718666,141.4662347 38.91531556,141.4843091 38.91661592,141.4937366 38.91357786,141.4988466 38.9154547,141.5045814 38.91529904,141.512971 38.91086625,141.5287386 38.90995235,141.5353054 38.91302507,141.5511027 38.91246624,141.5666765 38.90751999,141.5782428 38.91311855,141.5808933 38.91904448,141.5820965 38.92796308,141.5808812 38.93325131,141.576961 38.93762964,141.5767667 38.94120444,141.5687882 38.95998492,141.560533 38.97178667,141.5558166 38.98371345,141.5509631 38.98978895,141.5455489 39.00164993,141.5450117 39.00875704,141.5487664 39.0189678,141.554923 39.01969991,141.5587215 39.02278961,141.5688097 39.02305728,141.5759553 39.02093733,141.6015091 39.03307447,141.6093744 39.03362314,141.6190042 39.02744595,141.6210559 39.01692668,141.6244802 39.01340753,141.6471099 39.00987141,141.6524556 39.0065812,141.6614823 39.00579451,141.6676579 39.00736951,141.6831567 38.99830843,141.6885375 38.99669697,141.7008015 38.98849617,141.7085569 38.9883723,141.7119643 38.99062068,141.7101937 38.99477941,141.7103889 39.00193513,141.7138676 39.00545248,141.7164938 39.01214705,141.7135109 39.0159172,141.7129345 39.02121059,141.7093569 39.02334976,141.7092967 39.02510403,141.7238025 39.04182522,141.7205764 39.05209837,141.7205719 39.06624758,141.7108809 39.08550131)",盛岡支社_大船渡線,盛岡大船渡線,211,盛岡支社,盛岡,531,大船渡線,0,105700,105460.2645,0,1172,976,280,2428,23.02288934
"LINESTRING (141.4987875 38.7831246,141.5051797 38.7882183,141.5253544 38.79144826,141.5383737 38.79813674,141.5439255 38.79881529,141.5595573 38.81316678,141.5720276 38.81374746,141.5742973 38.81563891,141.5735758 38.82187701,141.578975 38.8298406,141.581742 38.84390754,141.581357 38.85471655,141.5848393 38.867878,141.5822805 38.88029884,141.5827467 38.89020501,141.5735051 38.89659353,141.564527 38.89783053,141.5493988 38.90402339,141.5478743 38.90929478,141.5490932 38.91170458,141.5523616 38.91219945,141.5587104 38.91008635)",盛岡支社_気仙沼線,盛岡気仙沼線,211,盛岡支社,盛岡,533,気仙沼線,51000,72700,21693.32625,0,0,0,0,0,0
"LINESTRING (141.1214101 39.28132221,141.1230012 39.28566777,141.1224603 39.29010142,141.1195392 39.29284993,141.1140665 39.29427382,141.0749966 39.29852085,141.0495457 39.2995097,140.980155 39.31027107,140.9676864 39.3083196,140.9581319 39.30189568,140.9514232 39.30283143,140.9366364 39.30103827,140.9182212 39.30244274,140.9146597 39.30583487,140.905422 39.30934729,140.9023613 39.30702657,140.907315 39.29902945,140.9047567 39.29632338,140.8958583 39.2973494,140.8729802 39.29517211,140.8578775 39.29923914,140.8394073 39.2940815,140.8273222 39.29929773,140.8181812 39.29923976,140.8117157 39.30122537,140.8063013 39.30994058,140.7989558 39.31556949,140.7820998 39.31806979,140.7721549 39.31220116,140.7579701 39.30833616,140.7515074 39.30331652,140.7436918 39.3036417,140.7365048 39.30076155,140.7273325 39.29076009,140.7195075 39.2916672)",盛岡支社_北上線,盛岡北上線,211,盛岡支社,盛岡,536,北上線,0,41200,41161.22573,0,0,424,49,473,11.49139734
"LINESTRING (141.1105881 39.39310151,141.110132 39.39753823,141.1163103 39.40274485,141.1493961 39.40735863,141.1563564 39.40430395,141.1621395 39.4042697,141.1924132 39.40937657,141.2014127 39.40544797,141.2136762 39.39363639,141.240709 39.37816113,141.248573 39.37737774,141.2523065 39.37523822,141.2571502 39.36735329,141.2627193 39.36284569,141.2925028 39.36110825,141.2976669 39.36291491,141.3060056 39.35998629,141.3105973 39.35508578,141.3186839 39.35524116,141.3246268 39.35759266,141.3337289 39.35232401,141.3430658 39.3553632,141.3473308 39.35409897,141.3503932 39.35149493,141.3496793 39.34532564,141.3536309 39.34243392,141.3528506 39.33748981,141.3628404 39.33146765,141.3697074 39.31662752,141.3791457 39.31033128,141.3799658 39.30417246,141.3832167 39.30182602,141.3903563 39.30394908,141.3963195 39.30005145,141.403222 39.30056824,141.4231711 39.30963712,141.4343312 39.31167686,141.4432627 39.31852489,141.45219 39.32252843,141.4730364 39.32803,141.5107016 39.33219636,141.5208094 39.33059936,141.5267149 39.33338354,141.5356006 39.33139365,141.5434053 39.33216053,141.5475473 39.3306027,141.56119 39.31993433,141.5731063 39.30666638,141.5783812 39.29667603,141.5779578 39.29140376,141.5905596 39.27966587,141.5887622 39.26812295,141.5898103 39.26569655,141.6147325 39.26223165,141.6345038 39.25811762,141.6425415 39.25475012,141.6524271 39.256602,141.6695152 39.2445049,141.6722166 39.23911667,141.7196206 39.25337741,141.7205516 39.2549924,141.7190453 39.2619926,141.7230925 39.27040268,141.7176988 39.27825192,141.7114683 39.27999728,141.7111956 39.28166399,141.7134144 39.28352123,141.7166474 39.28309725,141.7209487 39.27674912,141.7245045 39.27446974,141.726301 39.26389505,141.7404053 39.25149059,141.7484758 39.25444701,141.7561548 39.25092529,141.7630946 39.25066082,141.7804328 39.25502263,141.8208479 39.25710897,141.8303806 39.26037739,141.8375399 39.26493098,141.8521081 39.26751103,141.8655795 39.27583389,141.8726036 39.27333507)",盛岡支社_釜石線,盛岡釜石線,211,盛岡支社,盛岡,537,釜石線,0,90100,89962.22745,2,81,761,215,1057,11.7493756
"LINESTRING (141.1357861 39.7011655,141.1279899 39.70767187,141.084883 39.71543455,141.0769101 39.71412034,141.060609 39.70540475,141.0529813 39.70321077,141.0438166 39.7042624,141.0357859 39.70929058,141.0114064 39.70984887,140.9972408 39.70365825,140.9855822 39.68914424,140.982707 39.68776053,140.9557269 39.69329304,140.9336016 39.69315957,140.903322 39.68451068,140.8935209 39.67595131,140.8667374 39.66606534,140.8400847 39.67562037,140.8197352 39.6795548)",盛岡支社_田沢湖線,盛岡田沢湖線,211,盛岡支社,盛岡,541,田沢湖線,0,30700,30664.82368,0,351,184,171,706,23.02312276
